"","CLAY","SILT","SAND","field_name","sample_uuid","TEXCLASS"
"610",28.525,69.145,2.33,"cental il college","f880f884-3e44-448f-9d14-061248bd4adf","SICL"
"611",18,77,5,"StephenFarms_HomeFarm","f8d4ea2d-0946-4ff8-b28d-67ed06ee8107","SIL"
"612",13.45,77.1,9.45,"1-0003FIELDSBYDRIVE","f91378e5-f717-4d9f-82af-26a68c98a5c7","SIL"
"613",22.5,37.5,40,"BOB & WENDY Field 557","f924b417-fba2-4a21-a7f1-023cc47c61b2","L"
"614",23.1852941176471,72.5147058823529,4.3,"south","f9feac04-e165-48b5-8fe4-072c035766d7","SIL"
"615",28.69,67.31,4,"wales","fa6c811a-d693-4b96-893a-ca08ec54b40d","SICL"
"616",23.54,37.66,38.8,"Cragen Jerry's Place - JP North Levee","faddbef0-0841-4b16-bb7e-cab2152950d4","L"
"617",27.72,40.76,31.52,"Route 40","fb169750-52f7-421b-adc1-389ecd15db22","CL"
"618",30.5,58.5,11,"WRIGLEY-MGW-WRIGLEY-Soybeans","fb1cacc9-8ed8-4c79-8df7-7619ac65cdda","SICL"
"619",28.69,67.31,4,"Johnson . ","fbb4f382-738d-49ce-bf47-2b81d94e4643","SICL"
"620",18.0990099009901,75.9009900990099,6,"Home farm","fbd2059f-b09d-4edd-ab5b-976edc80489f","SIL"
"621",13.5757575757576,30.010101010101,56.4141414141414,"523 clone","fc554934-4be2-487e-a777-0acc896a9abc","SL"
"622",22.4,41.6,36,"YUSUF-MAIN-YUSUF MAIN-W OF RD-Soybeans","fcf9d2d2-e460-4953-8a34-19a548621d80","L"
"623",23.58,46.85,29.57,"LT Till - Corn-Bean Conv Till","fe7dea62-c071-46c1-8770-4f6f189eed55","L"
"624",28.48,63.81,7.71,"house","fe9fb9f6-db22-4c43-8ad3-681d6099eda2","SICL"
"625",12.32,25.14,62.54,"Zechiel McGee House Harvest","fef0f1ba-8d03-4f6f-943e-f51c3df8be73","SL"
"626",30,60,10,"Burrus Seed Farms - BSFW  - Boundary","fefd4c70-2260-4071-8a3a-3f82ab152601","SICL"
"627",12.72,19.62,67.66,"Kelsey Cannon Harvest","ff86fd84-8717-48db-87d7-a28f6860a31f","SL"
